Hãng Sản Xuất,Độ Dày,Trọng Lượng,RAM,Bộ Nhớ,Dung Lượng Pin,Hệ Điều Hành,Giá Bán,Hãng CPU,Số Lõi,Xung nhịp tối đa,Cache,Loại Màn Hình,Độ Phân Giải,Số Cổng Giao Tiếp,Hãng GPU,Phân Loại
asus,17.9,1.4,8.0,512.0,42.0,win 11,15590000.0,i7,10.0,4.7,12.0,led,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,15.9,1.3,16.0,32.0,61.154671717171716,win 11,25150000.0,i7,3.0,5.0,12.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
dell,17.98,1.63,8.0,512.0,61.154671717171716,win 11,20290000.0,i5,8.0,4.6,12.0,led/wva,1920x1080,3,nvidia,Di động / Mỏng nhẹ / Ultrabook
lenovo,15.0,1.4,16.0,512.0,65.0,win 11,23790000.0,i7,10.0,4.6,16.0,led,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
acer,14.95,1.2,16.0,512.0,61.154671717171716,win 11,39790000.0,i7,14.0,5.0,24.0,ips/led,2560x1600,5,intel,Thiết kế đồ họa / Multimedia
asus,24.9,2.3,16.0,512.0,61.154671717171716,win 11,25790000.0,i7,14.0,4.9,24.0,ips,1920x1080,6,nvidia,Gaming
acer,17.9,1.2,16.0,512.0,76.0,win 11,39790000.0,i7,14.0,5.0,24.0,led,2880x1800,6,nvidia,Thiết kế đồ họa / Multimedia
acer,27.4,2.6,16.0,512.0,61.154671717171716,win 11,21520000.0,i7,16.0,5.0,30.0,ips,2560x1600,8,nvidia,Gaming
acer,24.9,2.1,16.0,512.0,61.154671717171716,win 11,20590000.0,i7,10.0,4.9,24.0,ips/led,1920x1080,6,nvidia,Kỹ thuật / Lập trình
acer,24.9,2.1,16.0,512.0,61.154671717171716,win 11,16590000.0,i5,8.0,4.6,12.0,ips/led,1920x1080,7,nvidia,Gaming
acer,19.0,2.1,8.0,512.0,61.154671717171716,win 11,15490000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,6,nvidia,Gaming
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,16590000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1080,6,intel,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,14590000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1080,6,intel,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,15990000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1080,4,intel,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,1024.0,61.154671717171716,win 11,14590000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1200,3,intel,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,512.0,50.0,win 11,11490000.0,ryzen 5,10.0,4.6,16.0,led,1920x1080,6,amd,Thiết kế đồ họa / Multimedia
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,9290000.0,ryzen 5,10.0,4.6,16.0,led,1920x1080,6,intel,Thiết kế đồ họa / Multimedia
lenovo,15.98,1.6,16.0,512.0,47.0,win 11,27890000.0,i7,12.0,5.0,18.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.47,8.0,512.0,61.154671717171716,win 11,10950000.0,i3,3.0,4.4,10.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.47,8.0,512.0,61.154671717171716,win 11,10390000.0,i3,3.0,4.4,10.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.38,8.0,512.0,61.154671717171716,win 11,19890000.0,i5,3.0,4.6,12.0,ips,1920x1080,5,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,8.0,512.0,61.154671717171716,win 11,18590000.0,i5,3.0,4.6,12.0,ips,1920x1080,5,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.79,8.0,512.0,61.154671717171716,win 11,19390000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.79,8.0,512.0,61.154671717171716,win 11,18450000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,17.9,1.47,8.0,512.0,61.154671717171716,win 11,16990000.0,i5,3.0,4.6,12.0,ips,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.47,8.0,512.0,61.154671717171716,win 11,10190000.0,i3,3.0,3.8,6.0,ips,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,15.9,1.22,16.0,32.0,61.154671717171716,win 11,23890000.0,i7,3.0,5.0,12.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
asus,14.9,1.2,16.0,512.0,61.154671717171716,win 11,26450000.0,i5,10.0,4.6,16.0,led,2880x1800,2,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.5,8.0,512.0,61.154671717171716,win 11,20750000.0,i5,8.0,4.6,12.0,ips,1920x1080,6,intel,Laptop 2 trong 1 / Cảm ứng
hp,19.9,1.38,8.0,16.0,61.154671717171716,win 11,19490000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
asus,19.9,1.8,8.0,512.0,42.0,win 11,13790000.0,i5,10.0,4.6,16.0,led,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,17.9,1.36,8.0,512.0,61.154671717171716,win 11,11790000.0,i3,3.0,3.8,6.0,ips,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
asus,19.9,1.88,8.0,512.0,61.154671717171716,win 11,14950000.0,i5,8.0,4.6,12.0,ips,1920x1200,4,intel,Kỹ thuật / Lập trình
asus,17.9,1.4,8.0,256.0,42.0,win 11,9900000.0,i3,6.0,4.4,10.0,led,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
asus,24.9,2.3,16.0,512.0,61.154671717171716,win 11,30790000.0,i7,14.0,4.9,24.0,ips,1920x1080,6,nvidia,Gaming
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,10390000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1080,3,intel,Kỹ thuật / Lập trình
lenovo,19.9,1.9,8.0,512.0,52.5,win 11,18990000.0,ryzen 5,10.0,4.6,16.0,ips,2240x1400,7,intel,Kỹ thuật / Lập trình
lenovo,15.98,1.6,16.0,512.0,57.0,win 11,43790000.0,i7,10.0,4.6,16.0,none,1920x1080,0,intel,Di động / Mỏng nhẹ / Ultrabook
hp,23.5,2.29,16.0,24.0,61.154671717171716,win 11,18790000.0,i5,3.0,4.4,12.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
acer,24.9,2.1,16.0,512.0,61.154671717171716,win 11,28790000.0,i7,3.0,4.9,24.0,ips/led,1920x1080,7,nvidia,Gaming
acer,27.4,2.6,16.0,512.0,61.154671717171716,win 11,34890000.0,i5,14.0,4.7,36.0,ips,1920x1200,7,nvidia,Gaming
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,22490000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1080,5,intel,Kỹ thuật / Lập trình
lenovo,15.0,1.4,16.0,1024.0,61.0,win 11,36900000.0,i7,10.0,4.6,16.0,led,2880x1800,3,nvidia,Thiết kế đồ họa / Multimedia
hp,16.9,1.36,16.0,1024.0,61.154671717171716,win 11,39900000.0,i7,14.0,4.7,12.0,led,3000x2000,3,intel,Laptop 2 trong 1 / Cảm ứng
hp,16.4,0.99,16.0,1024.0,61.154671717171716,win 11,43900000.0,i7,14.0,4.7,12.0,ips,1920x1280,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,23.5,2.29,16.0,24.0,61.154671717171716,win 11,21990000.0,i5,3.0,4.4,12.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
acer,27.4,2.6,16.0,512.0,61.154671717171716,win 11,40990000.0,i7,16.0,5.0,30.0,ips,2560x1600,7,nvidia,Gaming
acer,27.4,2.6,16.0,512.0,61.154671717171716,win 11,37990000.0,i5,14.0,4.7,24.0,ips,2560x1600,7,nvidia,Gaming
acer,19.9,2.1,8.0,512.0,61.154671717171716,win 11,16790000.0,i7,14.0,4.7,24.0,ips,1920x1080,7,intel,Kỹ thuật / Lập trình
acer,19.9,2.1,8.0,512.0,61.154671717171716,win 11,13790000.0,i5,8.0,4.4,12.0,ips,1920x1080,7,intel,Kỹ thuật / Lập trình
lenovo,19.9,1.9,8.0,512.0,52.5,win 11,15250000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1200,6,amd,Kỹ thuật / Lập trình
lenovo,25.0,2.5,16.0,512.0,60.0,win 11,26990000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
lenovo,19.9,1.63,8.0,512.0,45.0,win 11,12950000.0,i5,10.0,4.4,12.0,tn,1920x1080,6,intel,Kỹ thuật / Lập trình
lenovo,15.0,1.4,16.0,512.0,71.0,win 11,25490000.0,i7,10.0,4.6,16.0,ips,1920x1080,2,amd,Di động / Mỏng nhẹ / Ultrabook
lenovo,19.9,1.9,16.0,512.0,47.0,win 11,18990000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1080,5,amd,Kỹ thuật / Lập trình
lenovo,15.0,1.4,16.0,1024.0,73.0,win 11,53900000.0,i7,10.0,4.6,16.0,ips,3072x1920,5,nvidia,Thiết kế đồ họa / Multimedia
lenovo,25.0,2.5,16.0,512.0,61.154671717171716,win 11,22790000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,9490000.0,ryzen 5,10.0,4.6,16.0,led,1920x1080,5,intel,Thiết kế đồ họa / Multimedia
asus,24.9,2.3,48.0,1024.0,61.154671717171716,win 11,28690000.0,ryzen 7,8.0,4.75,16.0,ips,1920x1080,5,nvidia,Gaming
lenovo,15.0,1.4,16.0,512.0,71.0,win 11,15490000.0,i7,10.0,4.6,16.0,ips,1920x1080,2,amd,Di động / Mỏng nhẹ / Ultrabook
msi,22.42,1.98,8.0,512.0,61.154671717171716,win 11,24890000.0,i7,10.0,4.7,24.0,ips,1920x1080,5,nvidia,Kỹ thuật / Lập trình
asus,24.9,2.3,48.0,512.0,61.154671717171716,win 11,29450000.0,ryzen 7,8.0,4.75,16.0,ips,1920x1080,5,nvidia,Gaming
acer,24.9,2.1,16.0,512.0,61.154671717171716,win 11,23750000.0,i5,8.0,4.6,12.0,ips/led,1920x1080,7,nvidia,Gaming
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,14190000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1080,3,intel,Kỹ thuật / Lập trình
hp,15.9,1.28,16.0,8.0,61.154671717171716,win 11,14290000.0,i3,3.0,4.4,10.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,15.9,1.3,16.0,8.0,61.154671717171716,win 11,17950000.0,i5,8.0,4.4,12.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,15.9,1.3,16.0,8.0,61.154671717171716,win 11,14990000.0,i3,6.0,4.4,10.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,22.9,2.31,16.0,24.0,61.154671717171716,win 11,27890000.0,i7,3.0,5.0,24.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
hp,17.9,1.69,8.0,16.0,61.154671717171716,win 11,9790000.0,i3,3.0,4.4,10.0,ips,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,14290000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1200,3,intel,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,512.0,40.0,win 11,13490000.0,ryzen 5,10.0,4.6,16.0,ips/led,1920x1200,6,intel,Kỹ thuật / Lập trình
hp,17.9,1.4,8.0,512.0,61.154671717171716,win 11,16450000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,15.9,1.3,16.0,8.0,61.154671717171716,win 11,22890000.0,i7,10.0,4.7,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.4,8.0,512.0,61.154671717171716,win 11,15990000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.46,8.0,512.0,61.154671717171716,win 11,10450000.0,i3,3.0,4.4,10.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.46,8.0,512.0,61.154671717171716,win 11,9990000.0,i3,3.0,4.4,10.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,23.5,2.29,16.0,24.0,61.154671717171716,win 11,21590000.0,ryzen 5,6.0,5.0,16.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
hp,23.5,2.29,16.0,16.0,61.154671717171716,win 11,15990000.0,ryzen 5,6.0,5.0,16.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
lenovo,25.0,2.5,16.0,512.0,60.0,win 11,20950000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
lenovo,25.0,2.5,16.0,512.0,60.0,win 11,18590000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
asus,24.9,2.3,48.0,1024.0,61.154671717171716,win 11,24690000.0,ryzen 5,8.0,4.55,16.0,ips,1920x1080,5,nvidia,Gaming
asus,24.9,2.3,16.0,512.0,61.154671717171716,win 11,24790000.0,i7,14.0,4.7,24.0,ips,1920x1080,6,nvidia,Gaming
lenovo,25.0,2.5,16.0,512.0,61.154671717171716,win 11,26990000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
hp,19.2,1.16,16.0,16.0,61.154671717171716,win 11,37590000.0,i5,3.0,4.4,12.0,ips,1920x1200,4,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,15.98,1.6,16.0,16.0,57.0,win 11,28290000.0,i5,10.0,6.0,12.0,ips,2240x1400,5,intel,Di động / Mỏng nhẹ / Ultrabook
acer,14.9,1.2,16.0,512.0,61.154671717171716,win 11,27490000.0,i7,14.0,5.0,24.0,led,2880x1800,5,intel,Thiết kế đồ họa / Multimedia
acer,14.9,1.2,16.0,512.0,61.154671717171716,win 11,23390000.0,i5,8.0,4.7,18.0,led,2880x1800,5,intel,Thiết kế đồ họa / Multimedia
acer,19.9,2.1,8.0,512.0,61.154671717171716,win 11,24490000.0,i7,14.0,4.7,24.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,15350000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1080,6,nvidia,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,18990000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1200,3,intel,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,17190000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1200,3,intel,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,23290000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1200,6,intel,Kỹ thuật / Lập trình
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,18890000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1200,6,intel,Kỹ thuật / Lập trình
lenovo,15.98,1.6,16.0,16.0,57.0,win 11,34590000.0,i7,10.0,5.0,12.0,ips,2240x1400,5,intel,Di động / Mỏng nhẹ / Ultrabook
msi,15.6,1.8,16.0,512.0,56.0,win 11,17990000.0,none,10.0,4.6,16.0,none,1920x1080,0,nvidia,Di động / Mỏng nhẹ / Ultrabook
asus,24.9,2.3,16.0,512.0,90.0,win 11,28490000.0,i7,14.0,4.7,24.0,ips,1920x1080,4,nvidia,Gaming
msi,22.42,2.0,8.0,512.0,61.154671717171716,win 11,16990000.0,i5,8.0,4.4,12.0,ips,1920x1080,4,nvidia,Kỹ thuật / Lập trình
lenovo,22.55,2.4,16.0,512.0,61.154671717171716,win 11,39900000.0,i7,14.0,5.0,24.0,ips,2560x1600,7,nvidia,Thiết kế đồ họa / Multimedia
hp,19.9,1.74,8.0,8.0,61.154671717171716,win 11,14150000.0,i3,3.0,4.4,10.0,ips,1920x1080,5,intel,Thiết kế đồ họa / Multimedia
hp,15.9,1.28,16.0,16.0,61.154671717171716,win 11,20450000.0,i5,3.0,4.4,12.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.36,8.0,512.0,61.154671717171716,win 11,19490000.0,i7,3.0,5.0,12.0,ips,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.36,8.0,512.0,61.154671717171716,win 11,16390000.0,i5,3.0,4.6,12.0,ips,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.36,8.0,512.0,61.154671717171716,win 11,15790000.0,i5,3.0,4.6,12.0,ips,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.7,8.0,16.0,61.154671717171716,win 11,13490000.0,i3,3.0,4.5,10.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.7,8.0,16.0,61.154671717171716,win 11,13090000.0,i3,3.0,4.5,10.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.69,8.0,12.0,61.154671717171716,win 11,10650000.0,i3,3.0,4.4,10.0,ips,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
acer,25.9,2.5,16.0,512.0,61.154671717171716,win 11,21790000.0,i5,8.0,4.4,12.0,ips/led,1920x1080,6,nvidia,Gaming
asus,18.9,1.5,8.0,512.0,61.154671717171716,win 11,15450000.0,ryzen 5,8.0,4.5,16.0,led/ips,1920x1200,4,amd,Laptop 2 trong 1 / Cảm ứng
asus,17.9,1.8,8.0,512.0,42.0,win 11,12390000.0,ryzen 5,8.0,4.3,4.0,ips,1920x1080,4,amd,Di động / Mỏng nhẹ / Ultrabook
asus,24.9,2.3,16.0,512.0,61.154671717171716,win 11,26790000.0,i7,14.0,4.7,24.0,ips,1920x1080,6,nvidia,Gaming
dell,14.6,1.64,8.0,512.0,61.154671717171716,win 11,18450000.0,i5,8.0,4.6,12.0,ips,1920x1080,4,nvidia,Di động / Mỏng nhẹ / Ultrabook
asus,17.9,1.4,8.0,256.0,42.0,win 11,9650000.0,i3,6.0,4.4,10.0,led,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
acer,19.9,1.9,8.0,512.0,61.154671717171716,win 11,9950000.0,ryzen 5,10.0,4.6,16.0,led,1920x1080,5,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.74,8.0,8.0,61.154671717171716,win 11,13990000.0,i3,3.0,4.4,10.0,ips,1920x1080,6,intel,Thiết kế đồ họa / Multimedia
asus,19.9,1.8,16.0,512.0,42.0,win 11,14290000.0,ryzen 7,8.0,4.5,16.0,ips,1920x1200,4,amd,Kỹ thuật / Lập trình
dell,17.98,1.83,8.0,512.0,61.154671717171716,win 11,17450000.0,i5,8.0,4.6,12.0,led/wva,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
asus,19.9,1.8,8.0,512.0,42.0,win 11,10490000.0,i5,10.0,4.6,16.0,led,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
lenovo,17.0,1.8,8.0,512.0,38.0,win 11,12990000.0,i5,10.0,4.6,12.0,ips,1920x1080,7,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,15.98,1.6,16.0,512.0,47.0,no os,18990000.0,i5,10.0,4.6,12.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,15.98,1.6,16.0,512.0,47.0,no os,18990000.0,i5,10.0,4.6,12.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,16.1,1.7,16.0,512.0,45.0,win 11,19490000.0,i5,10.0,4.6,12.0,ips,1920x1080,7,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,16.1,1.7,8.0,512.0,45.0,no os,19790000.0,i5,10.0,4.6,12.0,ips,1920x1080,7,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,17.0,1.41,24.0,512.0,38.0,win 11,13490000.0,i5,10.0,4.6,12.0,ips,1920x1080,7,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,19.9,1.43,24.0,256.0,61.154671717171716,win 11,13450000.0,i3,6.0,4.4,10.0,tn,1920x1080,6,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,19.9,1.9,16.0,512.0,47.0,win 11,15990000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1080,5,amd,Kỹ thuật / Lập trình
lenovo,15.0,1.4,16.0,512.0,73.0,win 11,35490000.0,i7,10.0,4.6,16.0,ips,3072x1920,5,nvidia,Thiết kế đồ họa / Multimedia
lenovo,25.0,2.5,16.0,512.0,61.154671717171716,win 11,29900000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
lenovo,19.5,2.3,16.0,1024.0,61.154671717171716,win 11,51990000.0,ryzen 7,10.0,4.6,16.0,ips,2560x1600,7,nvidia,Thiết kế đồ họa / Multimedia
hp,23.4,2.31,16.0,24.0,61.154671717171716,win 11,25990000.0,ryzen 7,3.0,5.1,16.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
lenovo,22.55,2.4,16.0,512.0,61.154671717171716,win 11,40990000.0,i7,14.0,5.0,24.0,ips,2560x1600,7,nvidia,Gaming
hp,18.6,1.59,8.0,512.0,61.154671717171716,win 11,16990000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Văn phòng / Học tập
asus,24.9,2.3,40.0,512.0,90.0,win 11,22490000.0,ryzen 7,8.0,4.75,16.0,ips,1920x1200,5,amd,Gaming
lenovo,15.98,1.6,16.0,512.0,61.154671717171716,no os,21290000.0,i7,10.0,5.0,12.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
hp,23.5,2.35,16.0,48.0,61.154671717171716,win 11,57990000.0,i7,3.0,5.0,30.0,ips,2560x1440,5,nvidia,Thiết kế đồ họa / Multimedia
hp,23.5,2.35,16.0,48.0,61.154671717171716,win 11,67900000.0,i9,3.0,5.4,36.0,ips,2560x1440,5,nvidia,Thiết kế đồ họa / Multimedia
hp,23.5,2.29,16.0,12.0,61.154671717171716,win 11,29900000.0,i7,3.0,4.9,24.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
hp,23.5,2.29,16.0,24.0,61.154671717171716,win 11,29590000.0,i7,3.0,4.9,24.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
hp,23.5,2.29,16.0,24.0,61.154671717171716,win 11,32490000.0,i7,3.0,5.0,24.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
hp,23.5,2.46,16.0,24.0,61.154671717171716,win 11,34590000.0,i7,3.0,4.7,24.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
hp,23.5,2.46,16.0,16.0,61.154671717171716,win 11,29990000.0,i7,3.0,4.7,24.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
hp,23.4,2.31,16.0,24.0,61.154671717171716,win 11,26990000.0,ryzen 5,3.0,5.0,16.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
hp,16.1,1.34,16.0,8.0,61.154671717171716,win 11,21790000.0,i5,3.0,4.4,12.0,led,2880x1800,3,intel,Laptop 2 trong 1 / Cảm ứng
hp,16.1,1.34,16.0,8.0,61.154671717171716,win 11,21890000.0,i5,3.0,4.4,12.0,led,2880x1800,3,intel,Laptop 2 trong 1 / Cảm ứng
hp,18.6,1.59,8.0,512.0,61.154671717171716,win 11,20990000.0,i7,3.0,5.0,12.0,ips,1920x1080,4,intel,Văn phòng / Học tập
hp,18.6,1.59,8.0,512.0,61.154671717171716,win 11,18450000.0,i7,3.0,5.0,12.0,ips,1920x1080,4,intel,Văn phòng / Học tập
hp,18.6,1.59,8.0,512.0,61.154671717171716,win 11,15890000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Văn phòng / Học tập
msi,19.5,1.4,8.0,512.0,61.154671717171716,win 11,9990000.0,ryzen 5,6.0,4.5,16.0,ips,1920x1080,4,amd,Di động / Mỏng nhẹ / Ultrabook
msi,19.5,1.4,8.0,512.0,61.154671717171716,win 11,11990000.0,ryzen 7,8.0,4.5,16.0,ips,1920x1080,4,amd,Di động / Mỏng nhẹ / Ultrabook
msi,24.9,2.35,16.0,512.0,61.154671717171716,win 11,16450000.0,ryzen 5,8.0,4.55,16.0,ips,1920x1080,5,amd,Gaming
hp,19.9,1.5,8.0,512.0,61.154671717171716,win 11,24490000.0,i7,14.0,5.0,12.0,ips,1920x1080,6,intel,Laptop 2 trong 1 / Cảm ứng
hp,19.9,1.5,8.0,512.0,61.154671717171716,win 11,20590000.0,i5,8.0,4.6,12.0,ips,1920x1080,6,intel,Laptop 2 trong 1 / Cảm ứng
hp,17.9,1.74,8.0,512.0,61.154671717171716,win 11,21950000.0,i7,14.0,5.0,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.74,8.0,512.0,61.154671717171716,win 11,20890000.0,i7,14.0,5.0,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.9,1.74,8.0,512.0,61.154671717171716,win 11,18250000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,16.4,0.99,16.0,1024.0,61.154671717171716,win 11,50900000.0,i7,3.0,5.0,12.0,ips,1920x1280,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.2,1.3,16.0,1024.0,61.154671717171716,win 11,46990000.0,i7,3.0,5.0,12.0,ips,1920x1200,3,intel,Laptop 2 trong 1 / Cảm ứng
hp,19.2,1.3,16.0,512.0,61.154671717171716,win 11,42990000.0,i7,3.0,5.0,12.0,ips,1920x1200,3,intel,Laptop 2 trong 1 / Cảm ứng
hp,19.9,1.79,8.0,32.0,61.154671717171716,win 11,25990000.0,i7,3.0,5.0,18.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.79,8.0,16.0,61.154671717171716,win 11,19890000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.79,8.0,32.0,61.154671717171716,win 11,20590000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,8.0,32.0,61.154671717171716,win 11,23790000.0,i7,3.0,5.0,18.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,8.0,32.0,61.154671717171716,win 11,23990000.0,i7,3.0,5.0,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,8.0,8.0,61.154671717171716,win 11,20990000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,8.0,8.0,61.154671717171716,win 11,19790000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,8.0,32.0,61.154671717171716,win 11,20590000.0,i5,8.0,4.6,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
