Hãng Sản Xuất,Độ Dày,Trọng Lượng,khoi_luong,CPU,RAM,Bộ Nhớ,HDD,SSD,GPU,Dung Lượng Pin,Hệ Điều Hành,Mạng WiFi,Bluetooth,Âm Thanh,Bảo Mật,Đọc Thẻ,Mạng LAN,Bàn Phím,Màu Sắc,Chất Liệu,Cổng Giao Tiếp,Khe Cắm,Màn Hình,Phụ Kiện Đi Kèm,Khả Năng Nâng Cấp,Ổ Đĩa Quang,Đèn Led,Nguồn,Tính Năng Khác,Tên Sản Phẩm,Giá Bán,Loại Sản Phẩm,Mẫu Mã,Số Cổng Lưu Trữ Tối Đa,Kết Nối,Webcam,Camera,Kết Nối Không Dây,Giao Tiếp Mạng,NPU,Cổng IO,Cổng Xuất Hình,Loa,Năm Sản Xuất,Thiết Kế Chất Liệu Vỏ,Hệ Điều Hành Bản Quyền Đi Kèm,Phần Mềm Có Sẵn,Card Mở Rộng,Unnamed 161,Mãy Tính Xách Tay
Lenovo,"315 x 221,6 x 14,9 mm","1,133 kg",,"Intel® Core™ i7-1165G7 (4C / 8T, 2.8 / 4.7GHz, 12MB)",32GB Soldered LPDDR4x-4266Mhz (Không nâng cấp),1TB M.2 2280 PCIe® 4.0x4,,,Integrated Intel® Iris® Xe Graphics,"4 Cell, 57Wh",Windows® 11 Pro,,,,,,,,đen,,"1x USB 3.2  Gen 1
1x USB 3.2 Gen 1 (Always On)
2x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4a)
1x HDMI ® 2.0
1x Jack Audio™ 3.5mm",M.2 NVMe,14 inch WUXGA (1920x1200) IPS 400nits Anti-glare,,,,,,,Laptop Lenovo ThinkPad X1 Carbon Gen 9 20XW00QUVN Đen,41900000.0,Máy tính xách tay,ThinkPad X1 Carbon Gen 9 20XW00QUVN,1 x M.2 NVMe,"ntel® Wi-Fi® 6 AX201, 11ax 2x2 + BT5.1",HD 720p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,,
MSI,397 x 330 x 23 mm,3.3 kg,,Intel Core i9-13980HX 2.2GHz up to 5.6GHz 36MB,"64GB (32x2) DDR5 (4x SO-DIMM socket, up to 128GB SDRAM)",4TB (2x2) SSD PCIE G4X4,,,NVIDIA® GeForce RTX™ 4090 16GB GDDR6,4 cell/ 99.9 Wh,Windows 11 Home,,,"4x 2W Woofer + 2x 2W Speaker, Dynaudio",,,,Cherry Mechanical Per-Key RGB Gaming Keyboard by SteelSeries,,,"1x Type-C (USB / DP / Thunderbolt™ 4) with PD charging
1x Type-C (USB / DP / Thunderbolt™ 4)
3x Type-A USB 3.2Gen2
1x (8K @ 60Hz / 4K @ 120Hz) HDMI ™
1x Mini-DisplayPort
1x RJ45
1x Jack Audio™ 3.5mm",M.2 NVMe,"17.3"" UHD (3840x2160), MiniLED, HDR 1000, 144Hz, IPS -Level, DCI-P3: 100%",,,không,,,,Laptop Gaming MSI Titan GT77 HX 13VI-077VN Đen,149990000.0,Máy tính xách tay,MSI Titan GT77 HX 13VI-077VN,2 x M.2 NVMe,Wi-Fi 6E AX1675(i) +  Bluetooth v5.3,IR FHD type (30fps@1080p),,,,,,,,,,,,,,
MSI,380 x 298 x 23 mm,3.1 kg,,Intel Core i9-13980HX 4.0GHz up to 5.6GHz 36 MB Intel® Smart Cache,"64GB (32x2) DDR5 (2x SO-DIMM socket, up to 64GB SDRAM)",4TB (2x2) SSD PCIE G4X4,,,NVIDIA® GeForce RTX™ 4090 16GB GDDR6,4 cell/ 99.9 Wh,Windows 11 Home,,,"4x 2W Woofer + 2x 2W Speaker, Dynaudio",,,,Per-Key RGB Keyboard by SteelSeries,,,"1x Type-C (USB3.2 Gen2 / DP)
1x Type-C (USB / DP / Thunderbolt™ 4)
1x Type-C (USB3.2 Gen2 / DP) hỗ trợ sạc PD
1x Type-A  USB 3.2 Gen1
1x Type-A USB3.2 Gen2
1x Đầu đọc thẻ SD Express
1x HDMI ™ 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45
1x Jack Audio™ 3.5mm",M.2 NVMe,"17.3"" QHD+ (2560x1600), 16:10, IPS , 240Hz, 100% sRGB, DCI-P3 100% typical, NanoEdge",,,không,,,,Laptop Gaming MSI Raider GE78 HX 13VI-408VN Đen,104900000.0,Máy tính xách tay,MSI Raider GE78 HX 13VI-408VN,2 x M.2 NVMe,Wi-Fi 6E AX1675(i) +  Bluetooth v5.3,IR FHD type (30fps@1080p),,,,,,,,,,,,,,
MSI,380 x 298 x 23 mm,3.1 kg,,Intel Core i9-13950HX 2.2GHz up to 5.5GHz 36MB,"64GB (32x2) DDR5 (2x SO-DIMM socket, up to 64GB SDRAM)",4TB (2x2) SSD PCIE G4X4,,,NVIDIA® GeForce RTX™ 4080 12GB GDDR6,4 cell/ 99.9 Wh,Windows 11 Home,,,"4x 2W Woofer + 2x 2W Speaker, Dynaudio",,,,Per-Key RGB Keyboard by SteelSeries,,,"1x Type-C (USB3.2 Gen2 / DP)
1x Type-C (USB / DP / Thunderbolt™ 4)
1x Type-C (USB3.2 Gen2 / DP) hỗ trợ sạc PD
1x Type-A  USB 3.2 Gen1
1x Type-A USB3.2 Gen2
1x Đầu đọc thẻ SD Express
1x HDMI ™ 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45",M.2 NVMe,"17.3"" QHD+ (2560x1600), 16:10, IPS , 240Hz, 100% sRGB, DCI-P3 100% typical, NanoEdge",,,không,,,,Laptop Gaming MSI Raider GE78 HX 13VH-076VN Đen,118990000.0,Máy tính xách tay,MSI Raider GE78 HX 13VH-076VN,2 x M.2 NVMe,Wi-Fi 6E AX1675(i) +  Bluetooth v5.3,IR FHD type (30fps@1080p),,,,,,,,,,,,,,
MSI,357 x 284 x 22.20~27.85 mm,2.7kg,,Intel Core i7-13700HX 2.1GHz up to 5.0GHz 30MB,"16GB (8x2) DDR5 (2x SO-DIMM socket, up to 64GB SDRAM)",2TB NVMe PCIe Gen4x4 SSD,,,NVIDIA® GeForce RTX™ 4060 8GB GDDR6,4 cell/ 99.9 Wh,Windows 11 Home,,,,,,,Per-Key RGB Keyboard by SteelSeries,,,"1x Type-C (USB3.2 Gen2 / DP)
1x Type-C (USB / DP / Thunderbolt™ 4)
1x Type-C (USB3.2 Gen2 / DP) hỗ trợ sạc PD
1x Type-A  USB 3.2 Gen1
1x Type-A USB3.2 Gen2
1x Đầu đọc thẻ SD Express
1x HDMI ™ 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45",M.2 NVMe,"16 inch QHD+ (2560x1600), 16:10, IPS, 240Hz, 100% sRGB, DCI-P3 100% typical, NanoEdge",,,không,,,,Laptop MSI Raider GE68 HX 13VF-050VN,62990000.0,Máy tính xách tay,MSI Raider GE68 HX 13VF-050VN,2 x M.2 NVMe,Wi-Fi 6E AX1675(i) +  Bluetooth v5.3,IR FHD type (30fps@1080p),,,,,,,,,,,,,,
MSI,357 x 284 x 22.20~27.85 mm,2.7kg,,Intel Core i7-13700HX 2.1GHz up to 5.0GHz 30MB,"32GB (16x2) DDR5 5600MHz (2x SO-DIMM socket, up to 64GB SDRAM)",2TB NVMe PCIe Gen4x4 SSD,,,NVIDIA GeForce RTX 4070 8GB GDDR6,4 cell/ 99.9 Wh,Windows 11 Home,,,,,,,Per-Key RGB Keyboard by SteelSeries,,,"1x Type-C (USB3.2 Gen2 / DP)
1x Type-C (USB / DP / Thunderbolt™ 4)
1x Type-C (USB3.2 Gen2 / DP) hỗ trợ sạc PD
1x Type-A  USB 3.2 Gen1
1x Type-A USB3.2 Gen2
1x Đầu đọc thẻ SD Express
1x HDMI ™ 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45",M.2 NVMe,"16 inch QHD+ (2560x1600), 16:10, IPS, 240Hz, 100% sRGB, DCI-P3 100% typical, NanoEdge",,,không,,,,Laptop MSI Raider GE68 HX 13VG-048VN Đen,64590000.0,Máy tính xách tay,MSI Raider GE68 HX 13VG-048VN,2 x M.2 NVMe,Wi-Fi 6E AX1675(i) +  Bluetooth v5.3,IR FHD type (30fps@1080p),,,,,,,,,,,,,,
MSI,397.6 x 283.5 x 20.1~20.8 mm,2.8 kg,,Intel Core i9-13900H 2.2GHz up to 5.4GHz 36MB,"64GB (32x2) DDR5 5200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",4TB (2 x 2TB) SSD NVMe M.2 PCIe Gen 4 x 4,,,NVIDIA GeForce RTX 4090 16GB GDDR6,4 Cell 99.9WHrs,Windows 11 Home,,,"4x 2W Woofer, 2x 2W Speaker Sound by Dynaudio and High-Resolution Audio ready",,,,Per-Key RGB Gaming Keyboard by SteelSeries,,,"1x Type-C (USB 3.2 Gen2 / DP)
1x Type-C (USB / DP / Thunderbolt™ 4) with PD charging
1x Type-A USB 3.2 Gen2
1x Micro SD Card Reader
1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45
1x Jack Audio™ 3.5mm",M.2 NVMe,"17.3 inch UHD (3840×2160), 144Hz, Mini LED, HDR 1000, 100% DCI-P3, IPS-Level panel",,,không,,,,Laptop Gaming MSI Stealth 17 Studio A13VI Đen,139990000.0,Máy tính xách tay,MSI Stealth 17 Studio A13VI,2x M.2 NVMe,802.11 ax Wi-Fi 6E (2x2) +  Bluetooth v5.3,IR FHD type (30fps@1080p),,,,,,,,,,,,,,
MSI,355.8 x 259.7 x 19.95 (mm),1.99 kg,,Intel Core i9-13900H 2.2GHz up to 5.4GHz 36MB,"32GB (16x2) DDR5 5200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",2TB SSD PCIE G4X4,,,NVIDIA® GeForce RTX™ 4070 8GB GDDR6,4 Cell 99.9WHrs,Windows 11 Home,,,"4x 2W Woofer, 2x 2W Speaker Sound by Dynaudio and High-Resolution Audio ready",,,,Per-Key RGB Gaming Keyboard by SteelSeries,,,"1x Type-C (USB 3.2 Gen2 / DP)
1x Type-C (USB / DP / Thunderbolt™ 4) with PD charging
1x Type-A USB 3.2 Gen2
1x Micro SD Card Reader
1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45
1x Jack Audio™ 3.5mm",M.2 NVMe,"16"" UHD+(3840x2160), 16:10, 120Hz, 100% DCI-P3, IPS-level Panel",,,không,,,,Laptop MSI Stealth 16 Studio A13VG-057VN Xanh,70490000.0,Máy tính xách tay,MSI Stealth 16 Studio A13VG-057VN,2x M.2 NVMe,802.11 ax Wi-Fi 6E (2x2) +  Bluetooth v5.3,IR FHD type (30fps@1080p),,,,,,,,,,,,,,
MSI,358.3 x 247.9 x 19.9 mm,2.1 kg,,"Intel Core i7-13620H (3.6GHz~4.9GHz) 10 Cores 16 Threads, 24MB Intel® Smart Cache","16GB (2 x 8GB) DDR5 5600MHz (2x SO-DIMM socket, up to 64GB SDRAM)",1TB SSD M.2 PCIe NVMe Gen4 x4 (2 slots),,,NVIDIA GeForce RTX 4060 8GB GDDR6,"3 cell, 53.5Whr",Windows 11 Home,,,,,,,RGB Per Key,,,"1x Jack Audio™ 3.5mm
1 x USB-C USB 3.2
1 x USB-C (USB 3.2/ DP)
2 x USB 3.2 Gen2 Type-A
1 x HDMI
1 x RJ45",M.2 NVMe,"15.6 inch QHD (2560 x 1440) IPS, 240Hz, 100% DCI-P3",,,không,,,,Laptop Gaming MSI Stealth 15 A13VF-069VN Đen,43590000.0,Máy tính xách tay,MSI Stealth 15 A13VF-069VN,1 x M.2 NVMe,802.11 ax Wi-Fi 6E (2x2) +  Bluetooth v5.2,HD Camera (30FPS 720P),,,,,,,,,,,,,,
MSI,397 x 284 x 25.9 mm,2.9 kg,,Intel Core i7-13700H (Up to 5.0GHz) 14 Cores 20 Threads,16GB (2x8GB) DDR5 5200Mhz (maximum 64GB),512GB SSD M.2 PCIe NVMe Gen4 x4,,,NVIDIA GeForce RTX 4070 8GB GDDR6,4 Cell 65WHrs,Windows 11 Home,,,,,,,Per-Key RGB Gaming Keyboard by SteelSeries,,,"1x Jack Audio™ 3.5mm
3 x USB 3.2 Gen1 Type-A
1 x USB 3.2 Gen2 Type-C
1 x Mini DisplayPort
1 x HDMI (8K 60Hz/ 4K 120Hz)
1 x RJ-45",M.2 NVMe,"17.3 inch QHD (2560 x 1440) IPS, 240Hz, 100% DCI-P3",,,không,,,,Laptop Gaming MSI Vector GP77 HX 13VG-043VN Đen,47890000.0,Máy tính xách tay,MSI Vector GP77 HX 13VG-043VN,1 x M.2 NVMe,802.11 ax Wi-Fi 6E (2x2) +  Bluetooth v5.2,HD Camera (30FPS 720P),,,,,,,,,,,,,,
MSI,357 x 284.05 x 22.20~28.55 mm,2.67 kg,,"Intel Core i9-12900HX 3.6GHz up to 5.0GHz 30MB, 16 Cores 24 Threads","16GB (8x2) DDR5 4800MHz (2x SO-DIMM socket, up to 64GB SDRAM)",1TB NVMe PCIe Gen4x4,,,NVIDIA GeForce RTX 4080 12GB GDDR6,"4 cell, 90Whr",Windows 11 Home,,,,,,,Per-Key RGB Gaming Keyboard by SteelSeries,,,"1x Type-C (USB3.2 Gen2 / DP)
1x Type-C (USB / DP / Thunderbolt™ 4)
1x Type-C (USB3.2 Gen2 / DP) with PD charging
1x Type-A USB 3.2 Gen1
1x Type-A USB3.2 Gen2
1x SD Express Card Reader
1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45
1x Jack Audio™ 3.5mm",,"16 Inch FHD (1920x1080), 144Hz, IPS-Level, 45% NTSC, 65% sRGB, Anti-glare",,,không,,,,Laptop Gaming MSI GP68 HX 12VH 070VN Đen,61990000.0,Máy tính xách tay,MSI GP68 HX 12VH 070VN,,802.11 ax Wi-Fi 6E  +  Bluetooth v5.3,IR HD type (30fps@720p),,,,,,,,,,,,,,
MSI,314 x 227.5 x 17.9 mm,2.25 kg,,Intel Core i7-13620H (3.6GHz~4.9GHz) 10 Cores 16 Threads,"16GB (2 x 8GB) DDR5 5600MHz (2x SO-DIMM socket, up to 64GB SDRAM)",1TB NVMe PCIe Gen 4,,,NVIDIA GeForce RTX 4070 8GB GDDR6,"3 cell, 53.5Whr",Windows 11 Home,,,,,,,4-Zone RGB Gaming Keyboard,,,"1x Type-C (USB3.2 Gen1 / DP)
2x Type-A USB 3.2 Gen1
1x HDMI ™ 2.1 (4K @ 60Hz)
1x RJ45
1x Jack Audio™ 3.5mm",M.2 NVMe,"15.6 Inch FHD (1920x1080), 144Hz, IPS-Level, 45% NTSC, 65% sRGB, Anti-glare",,,không,,,,Laptop Gaming MSI Katana 15 B13VGK 1211VN Đen,37990000.0,Máy tính xách tay,MSI Katana 15 B13VGK 1211VN,1 x M.2 NVMe,Wi-Fi 6 802.11ax +  Bluetooth 5.2,HD type (30fps@720p),,,,,,,,,,,,,,
MSI,359.36 x 250.34 x 21.95 mm,2 kg,,"Intel® Core™ i5-12450H (2.00Ghz up to 4.40GHz, 12MB Cache)",1 x 8GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),512GB SSD M.2 NVMe,,,NVIDIA GeForce RTX 2050 4GB GDDR6,3 Cell 53.5WHr,Windows 11 Home,,,,không,,,Single Backlit Keyboard (Blue),,,"1x Type-C (USB3.2 Gen1 / DP)
2x Type-A USB 3.2 Gen1
1x HDMI ™ 2.1 (4K @ 60Hz)
1x RJ45
1x Jack Audio™ 3.5mm",M.2 NVMe,"15.6 Inch FHD (1920x1080), 144Hz, IPS-Level, 45% NTSC, 65% sRGB, Anti-glare",,,không,,,,"Laptop MSI Cyborg 15 A12UCX-281VN Đen (Cpu i5-12450H, Ram 8GB, SSD 512GB, Vga RTX 2050, 15.6 inch FHD, Win 11, Balo",16590000.0,Máy tính xách tay,MSI Cyborg 15 A12UCX-281VN,1 x M.2 NVMe,Wi-Fi 6 802.11ax +  Bluetooth 5.2,HD type (30fps@720p),,,,,,,,,,,,,,
MSI,35.7 x 24.7 x 1.9 cm,1.9 kg,,AMD Ryzen 9 5900HX 3.3GHz up to 4.6GHz 16MB,2 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),,,,1TB SSD M.2 NVMe,"4 Cell, 82WHrs Li-ion Battery",Windows 11 Home,Wi-Fi 6 802.11 ax,,,,,,,Đen,,"2 x USB 3.2 Gen2 Type-A
1 x USB 3.2 Gen2 Type-C
1 x USB-C (3.2 Gen 2 hỗ trợ DP)
1 x HDMI (4K 60Hz)
1 x Jack Audio™ 3.5mm
1 x DC-in Jack",M.2 NVMe,"15.6 Inch FHD (1920x1080), 240Hz IPS, ~100% sRGB ,không cảm ứng , HD webcam",,,,,,,Laptop Gaming MSI Delta 15 A5EFK-094VN Đen,50990000.0,,MSI Delta 15 A5EFK-094VN,2 x M.2 NVMe,,HD Camera (30FPS 720P),,,,,,,,,,,,,,
MSI,35.9 x 25.4 x 2.17 cm,1.8 kg,,"Intel Core i5-12450H ( 2.0 GHz - 4.4 GHz / 12MB / 8 nhân, 12 luồng )",1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),512GB SSD M.2 NVMe,,,NVIDIA GeForce RTX 4050 6GB GDDR6,"3 cell 52 Wh , Pin liền",Windows 11 Home,Wi-Fi 6 802.11 ax,,2x 2W Speaker,,,,,Đen,,"3 x  USB 3.2 Gen1 Type-A
1 x USB 3.2 Gen1 Type-C
1 x HDMI-out (4K 30Hz)
1 x Mic-in/ Headphone-out combo jack
1 x DC-in Jack
1 x RJ-45",M.2 NVMe,"15.6"" FHD (1920 x 1080) 144Hz, IPS -Level, close to 100%sRGB, viền siêu mỏng",,,,,,,Laptop Gaming MSI GF63 Thin 12VE-460VN Đen,17790000.0,,MSI GF63 Thin 12VE-460VN,"1 x 2.5"" SATA , 1 x M.2 NVMe",,HD Camera (30FPS 720P),,,,,,,,,,,,,,
Lenovo,324.2 x 215.7 x 19.9 (mm),1.43 kg,,"Intel® Core i3-1215U (upto 4.40 GHz, 10MB)",8GB DDR4-3200Mhz Onboard + 1 khe trống (nâng cấp tối đa 16GB),512GB SSD PCIe NVMe,,,Intel UHD Graphics,3 Cells 45WHrs,Windows 11 Home,,,"Stereo speakers, 1.5W x2, Dolby Audio",Vân tay,,,,,,"1x USB-C  3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.2)
1x USB 3.2 Gen 1
1x USB 2.0
1x HDMI 1.4b
1x Jack Audio™ 3.5mm
1x power connector",,"14 inch FHD (1920x1080) TN 250nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo IdeaPad 3 14IAU7 82RJ000HVN Xám,12990000.0,Máy tính xách tay,IdeaPad 3 14IAU7 82RJ000HVN,,"Wifi 802.11AC (2x2) , Bluetooth 5.0",720p with Privacy Shutter,,,,,,,,,,,,,,
,,,2.20 Kg,,,1TB PCIe® 4.0 NVMe™ M.2 SSD,,,NVIDIA® GeForce RTX™ 4060 8GB GDDR6,"90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,"WiFi 6E(802.11ax), bluetooth 5.2",,"4-speaker system with Smart Amplifier Technology, Dolby Atmos",,,,Keyboard Laptop + Touchpad,,,"1 Jack cắm âm thanh combo 3.5mm
1x HDMI 2.1 FRL
2x USB 3.2thế hệ 2 Type-A
1x USB 3.2 thế hệ 2 Type-C hỗ trợ DisplayPort™/Power Delivery/G-SYNC
1 x đầu đọc thẻ (microSD) (UHS-II, 312MB/s)
1x Thunderbolt™ 4 hỗ trợ DisplayPort™",M.2 NVMe,"16"" QHD+ 16:10 (2560 x 1600, WQXGA), 240Hz, Mini LED, 1100nits, DCI-P3 100%, Glossy Display, Pantone Validated, ROG Nebula HDR Display","Adapter, tài liệu, sách",,,,,,Laptop Asus ROG Flow X16 GV601VV NL016W Đen,59990000.0,,ROG Flow X16 GV601VV NL016W,2 X M.2 NVMe,,Camera 1080P FHD hỗ trợ Windows Hello,,,,,,,,,,,,,,
,,,2.50 Kg,,,512GB PCIe 4.0 NVMe M.2 SSD,,,NVIDIA® GeForce RTX™ 4060 8GB GDDR6,"90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,"WiFi 6E(802.11ax), bluetooth 5.2",,2-speaker system with Smart Amplifier Technology,,,,Keyboard Laptop + Touchpad,,,"1 Jack cắm âm thanh combo 3.5mm
1x HDMI 2.1 FRL
2x USB 3.2thế hệ 2 Type-A
1x USB 3.2 thế hệ 2 Type-C hỗ trợ DisplayPort™/Power Delivery/G-SYNC
1x cổng LAN RJ45
1x Thunderbolt™ 4 hỗ trợ DisplayPort™",M.2 NVMe,"16 inch QHD+ 16:10 (1920 x 1200, WUXGA), IPS  Non-Glare, NanoEdge, 240Hz, Adaptive-Sync, 100% sRGB, 250 nits, ROG Nebula Display","Adapter, tài liệu, sách",,,,,,Laptop Asus ROG Strix G16 G614JV-N4455W Xám,47790000.0,,ROG Strix G16 G614JV-N4455W,1 X M.2 NVMe,,Camera HD 720P,,,,,,,,,,,,,,
,,,2.50 Kg,,,1TB M.2 NVMe PCIe 4.0 SSD (Trống 1 slot M.2 NVMe),,,NVIDIA® GeForce RTX™ 4070 8GB GDDR6,"90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,"WiFi 6E(802.11ax), bluetooth 5.2",,2-speaker system with Smart Amplifier Technology,,,,Keyboard Laptop + Touchpad,,,"1 Jack cắm âm thanh combo 3.5mm
1x HDMI 2.1 FRL
2x USB 3.2thế hệ 2 Type-A
1x USB 3.2 thế hệ 2 Type-C hỗ trợ DisplayPort™/Power Delivery/G-SYNC
1x cổng LAN RJ45
1x Thunderbolt™ 4 hỗ trợ DisplayPort™",M.2 NVMe,"16 inch QHD+ 16:10 (1920 x 1200, WUXGA), IPS  Non-Glare, NanoEdge, 240Hz, Adaptive-Sync, 100% sRGB, 250 nits, ROG Nebula Display","Adapter, tài liệu, sách",,,,,,Laptop Asus ROG Strix G16 G614JI-N4084W Xám,56900000.0,,ROG Strix G16 G614JI-N4084W,2 X M.2 NVMe,,Camera HD 720P,,,,,,,,,,,,,,
Acer,360.1 x 279.9 x 26.55 - 28.25 mm,2.6 kg,,"Intel Core i7-13700HX ( 2.1 GHz - 5.0 GHz / 30MB / 16 nhân, 16 luồng )",,512GB SSD M.2 NVMe,,,NVIDIA® GeForce® RTX 4070 8GB GDDR6,4 Cell 90 WHrs,Windows 11 Home,,,,,,,,,,"2x USB Type-C™ port (supporting USB 3.2 Gen 2 (up to 10 Gbps); DisplayPort over USB-C; Thunderbolt™ 4; USB charging 5 V - 3 A, DC-in port 20 V - 65 W)
1x USB 3.2 Gen 1
1x USB 3.2 Gen 2
1x USB 3.2 Gen 2 featuring power off USB charging
1x HDMI® 2.1 port with HDCP support
1x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone
1x Ethernet (RJ-45) port
1x DC-in jack for AC adapter""
1x MicroSD™ Card reader",M.2 NVMe,"16 inch ( 2560 x 1600 ) WQXGA IPS 240Hz DCI-P3: 100%, Acer ComfyView™ LED-backlit TFT LCD, Nvidia Advanced Optimus capable",,,Không có,,,,Laptop Acer Predator Helios 16 PH16-71-72BV,53990000.0,Máy tính xách tay,Acer Predator Helios 16 PH16-71-72BV,2 x M.2 NVMe,"Bluetooth v5.1, Killer™ Wi-Fi 6 AX 1650i (2x2)",720p HD video at 30 fps with Temporal Noise Reduction,,,,,,,,,,,,,,
Acer,360.1 x 279.9 x 26.55 - 28.25 mm,2.6 kg,,"Intel Core i7-13700HX ( 2.1 GHz - 5.0 GHz / 30MB / 16 nhân, 16 luồng )",,512GB SSD M.2 NVMe,,,NVIDIA® GeForce® RTX 4060 8GB GDDR6,4 Cell 90 WHrs,Windows 11 Home,,,,,,,,,,"2x USB Type-C™ port (supporting USB 3.2 Gen 2 (up to 10 Gbps); DisplayPort over USB-C; Thunderbolt™ 4; USB charging 5 V - 3 A, DC-in port 20 V - 65 W)
1x USB 3.2 Gen 1
1x USB 3.2 Gen 2
1x USB 3.2 Gen 2 featuring power off USB charging
1x HDMI® 2.1 port with HDCP support
1x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone
1x Ethernet (RJ-45) port
1x DC-in jack for AC adapter""
1x MicroSD™ Card reader",M.2 NVMe,"16 inch ( 2560 x 1600 ) WQXGA IPS 165Hz sRGB: 100%, Acer ComfyView™",,,Không có,,,,Laptop Acer Predator Helios Neo PHN16-71-74BA,42990000.0,Máy tính xách tay,Acer Predator Helios Neo PHN16-71-74BA,2 x M.2 NVMe,"Bluetooth v5.1, Killer™ Wi-Fi 6 AX 1650i (2x2)",720p HD video at 30 fps with Temporal Noise Reduction,,,,,,,,,,,,,,
Acer,360.1 x 279.9 x 26.55 - 28.25 mm,2.6 kg,,"Intel Core i7-13700HX ( 2.1 GHz - 5.0 GHz / 30MB / 16 nhân, 16 luồng )",,512GB SSD M.2 NVMe,,,NVIDIA® GeForce® RTX 4050 6GB GDDR6,4 Cell 90 WHrs,Windows 11 Home,,,,,,,,,,"2x USB Type-C™ port (supporting USB 3.2 Gen 2 (up to 10 Gbps); DisplayPort over USB-C; Thunderbolt™ 4; USB charging 5 V - 3 A, DC-in port 20 V - 65 W)
1x USB 3.2 Gen 1
1x USB 3.2 Gen 2
1x USB 3.2 Gen 2 featuring power off USB charging
1x HDMI® 2.1 port with HDCP support
1x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone
1x Ethernet (RJ-45) port
1x DC-in jack for AC adapter""
1x MicroSD™ Card reader",M.2 NVMe,"16 inch ( 2560 x 1600 ) WQXGA IPS 165Hz sRGB: 100%, Acer ComfyView™",,,Không có,,,,Laptop Acer Predator Helios Neo PHN16-71-7460,36490000.0,Máy tính xách tay,Acer Predator Helios Neo PHN16-71-7460,2 x M.2 NVMe,"Bluetooth v5.1, Killer™ Wi-Fi 6 AX 1650i (2x2)",720p HD video at 30 fps with Temporal Noise Reduction,,,,,,,,,,,,,,
Acer,360.1 x 279.9 x 26.55 - 28.25 mm,2.6 kg,,"Intel Core i5-13500HX ( 2.5 GHz - 4.7 GHz / 24MB / 14 nhân, 20 luồng )",,512GB SSD M.2 NVMe,,,NVIDIA® GeForce® RTX 4050 6GB GDDR6,4 Cell 90 WHrs,Windows 11 Home,,,,,,,,,,"2x USB Type-C™ port (supporting USB 3.2 Gen 2 (up to 10 Gbps); DisplayPort over USB-C; Thunderbolt™ 4; USB charging 5 V - 3 A, DC-in port 20 V - 65 W)
1x USB 3.2 Gen 1
1x USB 3.2 Gen 2
1x USB 3.2 Gen 2 featuring power off USB charging
1x HDMI® 2.1 port with HDCP support
1x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone
1x Ethernet (RJ-45) port
1x DC-in jack for AC adapter""
1x MicroSD™ Card reader",M.2 NVMe,"16 inch ( 2560 x 1600 ) WQXGA IPS 165Hz , không cảm ứng , HD webcam",,,Không có,,,,Laptop Acer Predator Helios Neo PHN16-71-54CD,32590000.0,Máy tính xách tay,Acer Predator Helios Neo PHN16-71-54CD,2 x M.2 NVMe,"Bluetooth v5.1, Killer™ Wi-Fi 6 AX 1650i (2x2)",720p HD video at 30 fps with Temporal Noise Reduction,,,,,,,,,,,,,,
